Sr. No.,id,name,host_is_superhost,neighbourhood,latitude,longitude,price in USD,guests_included,Region
451,783821,Exquisite Top Floor Castro Jewelbox + Parking,t,The Castro,37.76077,-122.43786,250.00 ,2,Western Addition
452,785901,Dorm Bed In Friendly Hostel Community #7,f,Financial District,37.79313,-122.40443,45.00 ,1,Downtown
453,786492,Dorm Bed In Friendly Hostel Community #8,f,Financial District,37.79421,-122.4031,45.00 ,1,Downtown
454,786506,Dorm Bed In Friendly Hostel Community #9,f,Financial District,37.7926,-122.40339,45.00 ,1,Downtown
455,794626,Beautiful Bernal Heights Apartment,f,Excelsior,37.72924,-122.42653,120.00 ,2,Southern
456,795254,Attic Master Suite with Kitchenette,t,Lower Haight,37.77031,-122.43242,150.00 ,2,Western Addition
457,796017,Bright Spacious Room in the Mission,t,Bernal Heights,37.73198,-122.42292,59.00 ,1,Southern
458,797887,Your Happy Place Urban Retreat,f,Sunnyside,37.73146,-122.45057,57.00 ,1,Western Addition
459,802559,"Bright, Cozy Cottage with Big Views",f,Ingleside,37.71997,-122.45089,180.00 ,4,Outside Lands
460,802839,Lovely 3 Bedroom Edwardian in Mission Dolores,t,Mission District,37.75925,-122.42306,300.00 ,1,Southern
461,806199,"Sunny, artistic loft retreat – South Beach",t,South Beach,37.78786,-122.39325,325.00 ,2,Southern
462,808660,Private 1BR Apt. in Heart of SF!,f,Western Addition/NOPA,37.7846,-122.44389,130.00 ,1,Western Addition
463,808919,Cozy Victorian in Alamo Square Area,t,Alamo Square,37.777,-122.43681,110.00 ,1,Western Addition
464,810315,Private Room With Best Location In city,t,Cow Hollow,37.80014,-122.42456,70.00 ,1,North of Downtown
465,811374,Perfectly Located Russian Hill Flat,f,Russian Hill,37.79748,-122.42065,105.00 ,1,North of Downtown
466,815183,Country in the City... (30-day min),t,Sunnyside,37.72754,-122.44927,35.00 ,1,Western Addition
467,819863,"Absolutely Private, PC WiFi Yard Ldry Free Parking",f,Inner Sunset,37.75949,-122.46839,135.00 ,4,Western Addition
468,822127,"Sunny, Spacious 1BR Apt in charming Noe Valley",f,Noe Valley,37.74856,-122.42984,189.00 ,2,Southern
469,829185,Gorgeously Renovated Coastal Victorian Home,t,Mission District,37.77109,-122.42402,699.00 ,4,Southern
470,830576,Sunny Pac Heights Studio w BAY VIEW,f,Pacific Heights,37.79511,-122.42651,175.00 ,1,North of Downtown
471,830997,Luxury Furnished Studio - VIEW!!!,f,SoMa,37.78377,-122.40721,200.00 ,2,Southern
472,832897,Chic 1BR Apartment on Grant Avenue,f,Chinatown,37.79679,-122.40633,149.00 ,1,Downtown
473,833149,Entire home/apt in San Francisco,f,Inner Sunset,37.75942,-122.4677,104.00 ,2,Western Addition
474,837045,Kid friendly apt near Duboce Park,f,Lower Haight,37.77159,-122.43204,249.00 ,4,Western Addition
475,837490,QUINTESSENTIAL SF!  PAC HEIGHTS EDWARDIAN W/VIEWS,f,Pacific Heights,37.7911,-122.43382,125.00 ,1,North of Downtown
476,840986,Apartment across from Precita Park!,t,Bernal Heights,37.74641,-122.41163,145.00 ,1,Southern
477,842269,Shelli''s Student Home5 (1 Month Min,f,Chinatown,37.7936,-122.40576,30.00 ,1,Downtown
478,845480, Master bedroom with private bath,f,Crocker Amazon,37.70885,-122.43077,65.00 ,1,Southern
479,845501,Bedroom with view in large house,f,Crocker Amazon,37.70978,-122.4308,60.00 ,1,Southern
480,845502,Historic SF Victorian,f,Alamo Square,37.77444,-122.43672,685.00 ,2,Western Addition
481,848578,Bedroom in house with twin beds,f,Crocker Amazon,37.70988,-122.43083,55.00 ,1,Southern
482,851889,Luxurious Smart-Tech Loft near Moscone Center,t,SoMa,37.77576,-122.41073,300.00 ,2,Southern
483,856123,Private Room in a Stunning Penthouse Apartment,t,Mission District,37.76221,-122.4199,168.00 ,1,Southern
484,859310,Queen Bedroom with Full Bathroom,f,Mission District,37.75697,-122.42019,135.00 ,1,Southern
485,859336,"Spacious, cozy & bright apartment in The Castro",t,Haight-Ashbury,37.76897,-122.43855,109.00 ,1,Western Addition
486,863987,Large 1 BR w King Bed on Fillmore,t,Western Addition/NOPA,37.78115,-122.43246,138.00 ,1,Western Addition
487,865873,Open Concept Living in Superb Mission Location,f,Mission District,37.76252,-122.42428,375.00 ,1,Southern
488,867499,1Bdr ideal for Business Travel (Airbnb SUPERHOST),t,Mission District,37.7714,-122.42328,150.00 ,1,Southern
489,867530,Quiet Bernal Heights cottage studio,f,Bernal Heights,37.73822,-122.42233,95.00 ,2,Southern
490,867555,2-bedroom Oasis in Mission District,t,Mission District,37.7665,-122.4183,549.00 ,1,Southern
491,870532,Charming Castro Garden Apartment ,f,Duboce Triangle,37.76469,-122.43424,218.00 ,2,Western Addition
492,870705,Modern and Elegant 2/2 with Parking,f,Bernal Heights,37.74151,-122.42308,360.00 ,4,Southern
493,872246,Fully Furnished Condo w/ VIEW of SF,f,Nob Hill,37.79665,-122.41262,205.00 ,1,Downtown
494,873705,Spacious Victorian with Private Yard,f,Western Addition/NOPA,37.78622,-122.4444,425.00 ,4,Western Addition
495,878935,2BR: Family friendly next to GGP!,t,Inner Sunset,37.76464,-122.4678,190.00 ,4,Western Addition
496,881105,Marinafront Condo - Designer Luxury!,t,Marina,37.80532,-122.43548,435.00 ,3,North of Downtown
497,883937,"Stylish, 1 bdrm Japanese-style apt.",t,Bernal Heights,37.7465,-122.40989,175.00 ,1,Southern
498,884770,"Spare room in my colorful, cozy and zen apartment.",t,Russian Hill,37.80317,-122.41841,111.00 ,1,North of Downtown
499,887389,Large 1 BR on Fillmore Street,t,Western Addition/NOPA,37.78078,-122.43303,141.00 ,1,Western Addition
500,890875,"Sunny, modern apt in Lower Haight",f,Hayes Valley,37.77116,-122.43373,269.00 ,3,Western Addition
501,895381,Hayes Valley 1 BR with Private Deck,t,Civic Center,37.77531,-122.42038,189.00 ,1,Downtown
502,898833,"Cozy Private Rm with large family rm, kitchenette",t,Noe Valley,37.74474,-122.42731,62.00 ,1,Southern
503,900393,Comfortable Potrero Hill 2 BDR Home,t,Potrero Hill,37.75646,-122.40114,295.00 ,1,Southern
504,900569,Adjoined Cottage behind SF Victorian,f,Bayview,37.73825,-122.39793,79.00 ,1,Southern
505,900941,Stunning apartment with roof deck!,f,The Castro,37.75804,-122.43579,545.00 ,1,Western Addition
506,902435,Monthly Furnished Condo with View!,f,South Beach,37.78655,-122.38992,199.00 ,1,Southern
507,905399,Latin Victorian Style n the Mission #1 -1906 House,t,Mission District,37.74874,-122.41825,85.00 ,1,Southern
508,905902,Elegant Family Flat on GG Park,f,Outer Sunset,37.76569,-122.48264,185.00 ,3,Southern
509,909063,"Private Rm, Mission Dist, 1907 Bldg",t,Mission District,37.76605,-122.42066,93.00 ,1,Southern
510,911029,"Spectacular view, hilltop retreat",t,Haight-Ashbury,37.76284,-122.44624,150.00 ,1,Western Addition
511,915058,Unique Colorful SF House + Magical Garden & Views!,t,Bernal Heights,37.74446,-122.4085,859.00 ,10,Southern
512,923807,"Greatest location ,S F , NOPA, 1",f,Alamo Square,37.77797,-122.43739,57.00 ,1,Western Addition
513,926259,Entire 2-bedroom 2nd floor of a house with parking,f,Bayview,37.72888,-122.38726,68.00 ,4,Southern
514,929468,Upper Castro Flat,t,The Castro,37.75952,-122.44559,175.00 ,2,Western Addition
515,930955,3BR/2BA central Cole Valley condo 1500 sf,t,Cole Valley,37.76097,-122.44837,400.00 ,4,Western Addition
516,931313,Central apartment - Market Street with parking,f,Mission District,37.77039,-122.42267,101.00 ,1,Southern
517,932481,HUGE Home& CAR... BEST SF AREA!  ALL 5 ** reviews!,f,Pacific Heights,37.79177,-122.4327,890.00 ,1,North of Downtown
518,934012,One block from Golden Gate Park!,f,Richmond District,37.77465,-122.46206,115.00 ,1,Outside Lands
519,936209,Sunny Room w/Roofdeck @Dolores Park,t,Mission District,37.75949,-122.42487,250.00 ,1,Southern
520,937842,Casa Quixote Mission flat w/parking,t,Mission District,37.75991,-122.41065,245.00 ,3,Southern
521,938330,Cute & Sunny Bird’s Nest-View Studio!,f,Western Addition/NOPA,37.7818,-122.44348,130.00 ,1,Western Addition
522,943851,"Victorian top floor flat, Mission",f,Mission District,37.75708,-122.40801,136.00 ,3,Southern
523,945748,Luxury Interior Designer’s GH/Apt -  Pac Heights,t,Presidio Heights,37.78352,-122.45798,275.00 ,2,North of Downtown
524,948066,Studio Apt on Sunny Potrero Hill,t,Potrero Hill,37.76244,-122.40375,210.00 ,1,Southern
525,950094," Knockout Panoramic View, Fireplace",f,Bayview,37.73407,-122.39527,99.00 ,2,Southern
526,958507,Amazing SOMA Victorian  Corporate,t,SoMa,37.77719,-122.40871,220.00 ,6,Southern
527,962126,Charming 3 BR Cole Valley Flat,f,Cole Valley,37.76527,-122.45136,210.00 ,5,Western Addition
528,964751,Fully Private Garden Studio w/bath,t,Richmond District,37.77842,-122.45796,140.00 ,3,Outside Lands
529,968046,Private Bedroom w/ share Bathroom,t,Excelsior,37.72098,-122.43159,99.00 ,1,Southern
530,968308,"5-star comfort, private room + bath",f,SoMa,37.78178,-122.39184,175.00 ,1,Southern
531,968852,Bright Haight Victorian,t,Lower Haight,37.77112,-122.43364,360.00 ,1,Western Addition
532,971069,Sunny North Beach Guest Room in a Stylish Flat⚡,f,North Beach,37.79844,-122.4105,99.00 ,1,Downtown
533,971116,"modern, friendly, spacious, sunny",t,Western Addition/NOPA,37.77713,-122.44158,115.00 ,1,Western Addition
534,975482,Buena Vista Heights Penthouse,f,Haight-Ashbury,37.76965,-122.43833,300.00 ,1,Western Addition
535,980783,Potrero Hill Retreat,f,Potrero Hill,37.7646,-122.40415,181.00 ,1,Southern
536,982298,"Amazing Beachfront House, Hot Tub - 4BR",t,Outer Sunset,37.74984,-122.50852,495.00 ,6,Southern
537,983739,Downton Abbey in Duboce Triangle,f,Duboce Triangle,37.7654,-122.43398,75.00 ,1,Western Addition
538,991765,Country living in the Mission!,f,Mission District,37.7557,-122.41151,250.00 ,4,Southern
539,992676,Tranquil Suite Oasis,t,Glen Park,37.73485,-122.43407,135.00 ,1,Southern
540,992801,Peaceful pied-à-terre in prime SF location!,f,Western Addition/NOPA,37.78694,-122.4357,135.00 ,2,Western Addition
541,992913,Great location in North Beach,f,Telegraph Hill,37.80055,-122.40562,79.00 ,1,Downtown
542,997382,Haight Ashbury Experience Room 5,f,Haight-Ashbury,37.7703,-122.45021,53.00 ,1,Western Addition
543,998701,Private Room in Ocean Beach Cottage,t,Outer Sunset,37.75948,-122.50712,90.00 ,2,Southern
544,1001415,Modern Hideaway,t,Mission District,37.75632,-122.42667,325.00 ,6,Southern
545,1001422,Charming Flat in Pacific Heights SF,f,Pacific Heights,37.7971,-122.42793,200.00 ,1,North of Downtown
546,1001759,Spacious sunny room in the Castro,t,The Castro,37.76122,-122.43823,99.00 ,1,Western Addition
547,1003756,AIRBNB EMPLOYEES:  2Bdrm Flat + Great Views,f,Potrero Hill,37.75963,-122.40192,272.00 ,2,Southern
548,1005642,☞ Walk + Bike + Transit Score 97+ Cat!☜,t,Mission District,37.76202,-122.42335,115.00 ,1,Southern
549,1007157,Rent Russian Hill ,f,Nob Hill,37.7959,-122.41813,230.00 ,6,Downtown
550,1011751,Majestic Master:OceanView+ Breakfast+Parking+3bath,f,Balboa Terrace,37.73429,-122.46413,55.00 ,1,Western Addition
551,1015336,Beautiful Home close to the water,t,Marina,37.80507,-122.44358,775.00 ,4,North of Downtown
552,1016604,Entire 3br Beautiful Edwardian Home,t,Richmond District,37.78027,-122.46108,399.00 ,4,Outside Lands
553,1017799,"Garden View Inner Sunset, UCSF, Golden Gate Park",f,Inner Sunset,37.76043,-122.46203,75.00 ,1,Western Addition
554,1018426,SHARE Spacious Loft near Moscone Center & Downtown,f,SoMa,37.77597,-122.40504,311.00 ,1,Southern
555,1023586,"Private room Inner Sunset, UCSF, Golden Gate Park",f,Inner Sunset,37.76105,-122.46313,65.00 ,1,Western Addition
556,1029621,Beautiful 2 Bedroom Edwardian Homec,t,Lower Haight,37.76943,-122.43377,310.00 ,3,Western Addition
557,1030352,★ Redesigned in Mission + King Beds + Parking! ★,f,Mission District,37.75401,-122.40925,259.00 ,1,Southern
558,1030703,Lovely and spacious Noe Valley home,f,Noe Valley,37.75233,-122.42834,525.00 ,1,Southern
559,1031899,Fabulous Charming & Sunny S.F Apt.,f,Noe Valley,37.74833,-122.42621,127.00 ,1,Southern
560,1033754,Sunset home near beach and park,t,Outer Sunset,37.75975,-122.50544,300.00 ,6,Southern
561,1036860,2bed-rm Suites at Fisherman''s Wharf,f,Fisherman''s Wharf,37.80519,-122.42143,298.00 ,1,North of Downtown
562,1037251,Cozy & Convenient easy fwy Access,f,Bernal Heights,37.74308,-122.40679,140.00 ,2,Southern
563,1038324,Awesome Mission spot for travelers,f,Mission District,37.75231,-122.40827,93.00 ,1,Southern
564,1043282,Posh Castro Suite w/ Private Bath,t,The Castro,37.75855,-122.4453,111.00 ,2,Western Addition
565,1053666,Studio with private entrance in Inner Mission,t,Mission District,37.75698,-122.41126,180.00 ,1,Southern
566,1053945,Victorian Garden / City Living,f,Haight-Ashbury,37.7706,-122.45074,95.00 ,2,Western Addition
567,1056006,Hayes Valley 3 BR w Rooftop Deck,t,Hayes Valley,37.77632,-122.422,255.00 ,1,Western Addition
568,1056844,Comfy cot in shared living rm of sunny artist loft,t,SoMa,37.7901,-122.39593,74.00 ,1,Southern
569,1059961,KelSoMa 1 Bed & Bath in SoMa,f,SoMa,37.77981,-122.41022,"5,000.00 ",1,Southern
570,1069167,"private bathroom, easy parking, real neighborhood",t,Bayview,37.74168,-122.38258,76.00 ,1,Southern
571,1076743,2BD Russian Hill Hideaway,t,Russian Hill,37.79951,-122.41714,550.00 ,1,North of Downtown
572,1077444,KING SIZE & queen size also avail!,t,Richmond District,37.77712,-122.47832,120.00 ,1,Outside Lands
573,1080408,Downtown View Room Near Castro,t,The Castro,37.76094,-122.44388,90.00 ,1,Western Addition
574,1080933,Cozy Private 2 Rms - Separate Entry,t,Noe Valley,37.74304,-122.42874,70.00 ,1,Southern
575,1080980,Beautiful loft in the heart of SoMa,f,SoMa,37.77807,-122.4101,595.00 ,2,Southern
576,1084068,Modern Sanctuary Abundance of Light,f,SoMa,37.77967,-122.40379,180.00 ,4,Southern
577,1098003,"Lovely, Unique Home Near Everything",t,Duboce Triangle,37.77093,-122.43008,500.00 ,1,Western Addition
578,1101403,"2b/2b modern condo, super location",t,Mission District,37.76814,-122.42537,340.00 ,5,Southern
579,1103797,Remodeled Victorian Flat w/ Garden,t,Western Addition/NOPA,37.78521,-122.44279,500.00 ,1,Western Addition
580,1104116,1BD in the heart of SF near Moscone,f,SoMa,37.78081,-122.40596,130.00 ,2,Southern
581,1104362,Heart of Castro Sunny Garden Studio,f,The Castro,37.76225,-122.43232,192.00 ,1,Western Addition
582,1104912,"Sunny SF apt near downtown, Golden Gate park,beach",f,Richmond District,37.7752,-122.50139,159.00 ,4,Outside Lands
583,1106534,Private Cottage in Noe Valley with parking!,f,Diamond Heights,37.74553,-122.43805,220.00 ,4,Southern
584,1107014,Incredible City Views from a House in the Castro,t,The Castro,37.75871,-122.43815,950.00 ,2,Western Addition
585,1107928,3 bedroom family house with views,f,Bernal Heights,37.73833,-122.42295,375.00 ,1,Southern
586,1109534,Elegant 3-bedroom gem in Pacific Heights,f,Pacific Heights,37.7909,-122.43397,500.00 ,1,North of Downtown
587,1110001,"Charming, Cozy, Beautiful Home w/lush garden patio",t,Noe Valley,37.74356,-122.42908,175.00 ,2,Southern
588,1110346,"Chic, Central, Private Bath Room",t,Nob Hill,37.79149,-122.41529,98.00 ,1,Downtown
589,1110787,1 Bedroom Apt in Pacific Heights - Great Location!,t,Pacific Heights,37.78983,-122.43481,149.00 ,2,North of Downtown
590,1117813,Lovely Peaceful 2br House w/parking &yard in SF!,f,Mission Terrace,37.72731,-122.43864,150.00 ,2,Outside Lands
591,1123125,Private Suite -Potrero Hill-San Francisco-2 guests,t,Potrero Hill,37.76046,-122.39778,120.00 ,2,Southern
592,1125079,Brown Bedroom: Ocean View+Breakfast+Parking+3 bath,f,Balboa Terrace,37.73446,-122.46455,47.00 ,1,Western Addition
593,1125115,Japanese Tatami Room:Breakfast+Parking+3 Bathrooms,f,Balboa Terrace,37.73586,-122.46462,41.00 ,1,Western Addition
594,1133372,"Sunny & private 2-BD Victorian charmer, near BART",f,Glen Park,37.73846,-122.42951,138.00 ,4,Southern
595,1135632,Sunny quiet room with roof deck,t,Mission District,37.75776,-122.41144,150.00 ,1,Southern
596,1138420,GORGEOUS COW HOLLOW LARGE 1BR w/ GG BRIDGE VIEWS!,f,Pacific Heights,37.79575,-122.43308,225.00 ,2,North of Downtown
597,1141986,Lovely SF Studio & Location,f,SoMa,37.78005,-122.40323,90.00 ,3,Southern
598,1142101,"3 Bedroom House Near Beach & Golden Gate Park, SF",f,Outer Sunset,37.75727,-122.50099,290.00 ,7,Southern
599,1148625,Haight Ashbury private room w/private water closet,t,Haight-Ashbury,37.76739,-122.44467,100.00 ,1,Western Addition
600,1150867,"New, Private Garden Studio",t,Haight-Ashbury,37.76846,-122.43863,310.00 ,1,Western Addition
601,1151109,Contemporary SF home with roofdeck,f,Cow Hollow,37.79966,-122.43795,799.00 ,4,North of Downtown
602,1151864,"Luxury 2BR Condo S Beach (gym,pool)",f,South Beach,37.784,-122.39019,185.00 ,1,Southern
603,1162640,3 BR Mission Terrace Victorian Gem,f,Mission Terrace,37.72862,-122.43484,149.00 ,8,Outside Lands
604,1171918,Modern SOMA Loft with great layout!,t,SoMa,37.77706,-122.4047,245.00 ,2,Southern
605,1174214,Private Bd/Bth Gorgeous Marina home,t,Marina,37.80539,-122.43636,395.00 ,2,North of Downtown
606,1174537,SF Tower Suite on Telegraph Hill,f,Telegraph Hill,37.80068,-122.40549,300.00 ,4,Downtown
607,1174758,SF- Bridge Suite on Telegraph Hill,f,Telegraph Hill,37.80102,-122.40395,300.00 ,4,Downtown
608,1177310,"Garden Cottage, 1br/1ba, yard, W/D",t,Noe Valley,37.74254,-122.42685,120.00 ,2,Southern
609,1178260,CHARMING NORTH BEACH ALLEY HIDEAWAY,t,Telegraph Hill,37.80015,-122.40543,160.00 ,4,Downtown
610,1178281,Elegant 2Bdrm Top Flr -Alamo Square,f,Alamo Square,37.77766,-122.43437,275.00 ,3,Western Addition
611,1180103,Hayes Valley Classic Victorian Flat,f,Alamo Square,37.77537,-122.43139,300.00 ,6,Western Addition
612,1182465,"Zen Castro Apt, quiet deck, large kitchen",t,The Castro,37.75664,-122.43984,99.00 ,2,Western Addition
613,1183521,QUEEN SIZE room (w King rm avail!),t,Richmond District,37.77658,-122.47882,100.00 ,1,Outside Lands
614,1190125,Lower Haight Queen-Anne Victorian,t,Hayes Valley,37.77081,-122.43416,290.00 ,1,Western Addition
615,1195173,Walking Distance to Downtown!,f,Nob Hill,37.79268,-122.41532,60.00 ,2,Downtown
616,1200068,"Private, quiet BR - Upscale Home",f,Sunnyside,37.73289,-122.44803,75.00 ,1,Western Addition
617,1201159,Modern Studio +View in SOMA!,t,SoMa,37.78067,-122.39794,75.00 ,2,Southern
618,1203062,2 BR in the heart of the Mission!,f,Mission District,37.75599,-122.4222,225.00 ,3,Southern
619,1203172,"Large, Private Bernal Heights Oasis",f,Bernal Heights,37.7432,-122.40936,143.00 ,2,Southern
620,1203526,In the heart of Haight/Ashbury # 3 STR,f,Haight-Ashbury,37.77139,-122.44729,99.00 ,1,Western Addition
621,1203849,Modern Flat in Noe Valley,f,Noe Valley,37.7534,-122.43011,250.00 ,2,Southern
622,1205031,Bedroom in SoMa with private bath,t,SoMa,37.77621,-122.39703,120.00 ,1,Southern
623,1206032,Stay at this comfy & large bedroom,f,Crocker Amazon,37.71475,-122.44324,57.00 ,1,Southern
624,1206184,In the Heart of Haight/Ashbury # 4,f,Haight-Ashbury,37.77113,-122.44616,89.00 ,1,Western Addition
625,1206233,In the Heart of Haight/Ashbury #5,f,Haight-Ashbury,37.77028,-122.44757,79.00 ,1,Western Addition
626,1206261,In the Heart of Haight/Ashbury # 6 STR,f,Haight-Ashbury,37.77107,-122.44874,99.00 ,1,Western Addition
627,1208928,Fab Pad: Haight-Ashbury Modern Victorian Flat,t,Haight-Ashbury,37.76918,-122.44849,390.00 ,4,Western Addition
628,1209893,Designer Flat - easy access to downtown,t,Presidio Heights,37.78491,-122.4581,"1,500.00 ",4,North of Downtown
629,1212513,2 Br Suite & Private Bath/Central SF/Near transit,f,The Castro,37.76023,-122.43774,175.00 ,1,Western Addition
630,1212746,Big Flat/3 BR/2-Bath/Great District/Near Subway,f,The Castro,37.76087,-122.4414,625.00 ,4,Western Addition
631,1212822,DESIGNER  SHOWPLACE  HOME  in the MARINA,t,Marina,37.80362,-122.44547,510.00 ,2,North of Downtown
632,1214080,A 1946 Mission Story with huge yard.,f,Bernal Heights,37.74644,-122.41747,345.00 ,5,Southern
633,1223107,Sunny Master suite with Garden View,t,Mission District,37.75863,-122.41179,148.00 ,1,Southern
634,1226557,"Modern, bright, luxury condo - SOMA",f,SoMa,37.77782,-122.3968,217.00 ,2,Southern
635,1226596,Queen Bed w/ En-Suite Private Bath,f,Bernal Heights,37.73489,-122.42641,89.00 ,1,Southern
636,1229606,SOMA Hideaway- Corporate Stays,t,SoMa,37.7763,-122.40966,104.00 ,1,Southern
637,1237143,Charming Upstairs Flat in Russian Hill,f,Russian Hill,37.79972,-122.41709,488.00 ,4,North of Downtown
638,1241029,Marina Designer Showplace Master RM,t,Marina,37.80365,-122.44555,165.00 ,1,North of Downtown
639,1245838,Fantastic Family Home with Beautiful Backyard,t,Bernal Heights,37.7367,-122.41797,325.00 ,1,Southern
640,1247160,"S F,Mid Town #3",f,Western Addition/NOPA,37.77871,-122.4372,50.00 ,1,Western Addition
641,1249046,Studio with rooftop deck!,t,Western Addition/NOPA,37.78185,-122.42087,124.00 ,1,Western Addition
642,1251570,Exquisitely Designed Classic Condo near Mission Dolores Park,t,Mission District,37.76518,-122.42791,430.00 ,2,Southern
643,1261055,Designer loft w/private roof deck,f,Dogpatch,37.76341,-122.38915,180.00 ,1,Southern
644,1261074,Comfy Pvt Rm/Ba in Duboce Triangle,f,Duboce Triangle,37.76693,-122.43102,130.00 ,1,Western Addition
645,1261122,Perfect West Portal Private Suite!,t,Balboa Terrace,37.73461,-122.46862,130.00 ,2,Western Addition
646,1267206,The Taupe Room & Santa Marie in SF,f,Noe Valley,37.74264,-122.42576,73.00 ,1,Southern
647,1276953,"Central, Sunny, Top Floor Flat on Quiet Street",t,Lower Haight,37.76974,-122.43233,295.00 ,3,Western Addition
648,1277771,Home Away From Home,f,Richmond District,37.78524,-122.47628,190.00 ,4,Outside Lands
649,1281132,Garden view one bedroom - your own SF home,t,Bernal Heights,37.7354,-122.41795,115.00 ,2,Southern
650,1281167,Cool Timeshare/Hotel (Union Sq.),t,Downtown,37.78729,-122.40944,180.00 ,1,Downtown
651,1286943,A Slice of Heaven in the Bernal Sun,t,Bernal Heights,37.73885,-122.41743,200.00 ,4,Southern
652,1290935,Beautiful View Home; large kitchen & parking,f,Haight-Ashbury,37.76314,-122.44484,210.00 ,4,Western Addition
653,1291092,Gorgeous Marina Home near the Golden Gate Bridge,t,Marina,37.80303,-122.43906,"1,800.00 ",4,North of Downtown
654,1292217,Luxurious Penthouse-Awesome Views,f,Lower Haight,37.77167,-122.43522,216.00 ,1,Western Addition
655,1299242,"Bernal Heights Victorian Apt, Views, Spa, Garage",f,Bernal Heights,37.74272,-122.42144,200.00 ,1,Southern
656,1299759,Bright NOPA One Bedroom w/ Garden Access,f,Western Addition/NOPA,37.77575,-122.44397,130.00 ,2,Western Addition
657,1301798,Spacious Mission Room Near BART,f,Mission District,37.76908,-122.42032,89.00 ,1,Southern
658,1301843,Perfectly located 2br/2ba w parking,f,Russian Hill,37.79769,-122.4227,195.00 ,2,North of Downtown
659,1304068,Historic SF Residence on a park,f,Duboce Triangle,37.76873,-122.43397,425.00 ,1,Western Addition
660,1304808,"Quiet, Colorful Modern Apartment with Garden Patio",f,Hayes Valley,37.77376,-122.42734,210.00 ,2,Western Addition
661,1309496,Grand Edwardian Flat in Trendy NOPA,f,Western Addition/NOPA,37.77601,-122.44116,280.00 ,4,Western Addition
662,1317908,"Cozy Victorian, Hip Alamo Sq Area!",t,Western Addition/NOPA,37.78293,-122.43427,95.00 ,1,Western Addition
663,1323983,Sunny castro view room & private bath in Victorian,t,The Castro,37.76592,-122.43643,119.00 ,1,Western Addition
664,1324086,Marina Cow Hollow 2 Bedroom Gem!,f,Cow Hollow,37.80035,-122.4314,500.00 ,4,North of Downtown
665,1326577,Peaceful Quiet Cottage Apartment,t,Ingleside,37.71969,-122.45163,125.00 ,2,Outside Lands
666,1328186,Fabulous Victorian in the Castro,f,The Castro,37.75854,-122.43684,575.00 ,3,Western Addition
667,1329465,Brick-Walled Loft Near Ball Park,f,SoMa,37.77806,-122.39501,200.00 ,1,Southern
668,1332343,Bright Contemporary Urban Nest,t,Lower Haight,37.7697,-122.43619,152.00 ,1,Western Addition
669,1333047,Spacious & Private Mission Loft with Sunny Balcony,t,Mission District,37.74994,-122.41452,119.00 ,2,Southern
670,1336798,4 BR Victorian-1 blk from Shopping!,f,Haight-Ashbury,37.77128,-122.44823,450.00 ,8,Western Addition
671,1336998,Beautiful room in San Francisco,t,Alamo Square,37.77779,-122.43775,90.00 ,2,Western Addition
672,1340755,"P-Hill w/ Private Bathroom, Hot Tub & City View!",t,Potrero Hill,37.76135,-122.39474,145.00 ,2,Southern
673,1344243,"Sunny Garden Suite, Perfect Locale",t,Richmond District,37.78369,-122.46976,175.00 ,1,Outside Lands
674,1344752,3BR Luxe & Spacious L Pac Hts Flat,f,Western Addition/NOPA,37.78558,-122.44414,237.00 ,4,Western Addition
675,1351626,"Upscale home/furnishings, private",f,Sunnyside,37.73403,-122.44662,60.00 ,1,Western Addition
676,1351783,Private Room #1 and Breakfast Nook,f,Outer Sunset,37.7573,-122.48483,47.00 ,1,Southern
677,1352111,Pacific Heights Corporate Housing,f,Pacific Heights,37.79006,-122.43236,180.00 ,1,North of Downtown
678,1355744,Period Carriage House with San Francisco Charm,f,Lower Haight,37.77146,-122.43648,155.00 ,2,Western Addition
679,1356129,Private Garden Room in Victorian Home!,t,Noe Valley,37.75084,-122.42341,145.00 ,2,Southern
680,1356817,Modern SOMA Loft Room & Bathroom!,t,SoMa,37.77782,-122.40406,159.00 ,1,Southern
681,1364882,Elegant Designer Home with Yard in Cow Hollow,t,Cow Hollow,37.79918,-122.43884,329.00 ,2,North of Downtown
682,1388523,Mission Dolores Noe Valley Studio One Month Min,f,Mission District,37.75526,-122.42497,125.00 ,1,Southern
683,1391982,SF Magestic Victorian with deck,f,Mission District,37.75398,-122.42171,500.00 ,5,Southern
684,1392204,HISTORIC HOME Large Pvt Bedroom(s) & Bath PARKING,t,Sunnyside,37.73313,-122.46054,139.00 ,2,Western Addition
685,1393654,Quiet house in geo center of City,t,Inner Sunset,37.75238,-122.45867,99.00 ,2,Western Addition
686,1397537,"Sunny, family-friendly home with a view",f,Bernal Heights,37.74727,-122.41517,250.00 ,4,Southern
687,1405046,Beautiful 3Br Family Home - 1Block from GG Park,f,Richmond District,37.77363,-122.49017,350.00 ,1,Outside Lands
688,1407244,Spectacular Home w/ Panoramic Views,t,Potrero Hill,37.76244,-122.3946,500.00 ,6,Southern
689,1407881,Secluded Studio in Castro/Mission,f,The Castro,37.76361,-122.43063,160.00 ,2,Western Addition
690,1408281,Futon in Sunny lofted living room with City Views,t,The Castro,37.76433,-122.43664,75.00 ,1,Western Addition
